Title,Article,Incident Name
Gunman in Santa Suit Had Ticket to Canada,"Chief Raney said Mr. Pardo and his wife had finalized a contentious divorce last week.

Among the total of dead or missing were the couple who owned the home and their daughter, the former wife of the gunman, the police said.

Investigators continued to search the charred structure Friday, and at the news conference Ed Winter, assistant chief coroner of Los Angeles County, said dental records would be needed to identify the remains.

The frenzied shooting occurred just before midnight Wednesday at the two-story house, set on a cul-de-sac in this middle-class town. Lt. Pat Buchanan of the Covina Police Department said on Thursday that Mr. Pardo, armed with handguns and material to burn down the house, had gone to the house looking for his former wife, Sylvia, to whom he had been married about two years.

People who escaped the house got out by smashing through glass and jumping. One woman broke an ankle when she leapt from a second-floor window.

The house was owned by James and Alicia Ortega, an elderly couple who were retired from their spray-painting business and who often invited their large extended family over for parties, particularly around Christmas.

Relatives said about 25 people, among them many children, were inside the home celebrating when Mr. Pardo knocked on the door around 11:30 p.m. He had apparently disguised himself as a hired entertainer for the children to gain access.

When a guest opened the door, Lieutenant Buchanan said, Mr. Pardo stepped inside the house, drew a semiautomatic handgun and immediately started shooting, beginning with an 8-year-old girl who was hit in the face but who survived, as did an older girl who was shot in the back.

Advertisement Continue reading the main story

As Mr. Pardo unleashed a barrage of gunfire in the living room, relatives smashed through windows, hid behind furniture or bounded upstairs. Then he sprayed the room with the jet fuel, using a device made of two pressurized tanks, one of which held pressurized gas. Within seconds, the house was ablaze.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

Joshua Chavez of Seattle was visiting his mother’s house, which sits behind the Ortegas’, when he heard a loud explosion. “Then I saw black smoke and this large flame,” he said.

Mr. Chavez ran out to the backyard and heard three girls, including the one who had been shot in the back, trying to climb over his mother’s wall. “There’s some guy shooting in there,” he said one of the girls told him.

“About 20 seconds after that,” he continued, “the house was totally on fire. One girl said that a guy dressed as Santa started shooting.”

Another neighbor, Jeannie Goltz, 51, saw three more partygoers fleeing the burning home. One of them, a young woman, had escaped upstairs from the living room but broke her ankle when she jumped out a second-story window.

SWAT teams arrived shortly after Ms. Goltz had shepherded these three survivors into another neighbor’s house, but by that time Mr. Pardo was on his way back to Los Angeles.

Police officers said they could not recall so horrific a crime in Covina, and neighbors said they would never have imagined anything so grisly on their quiet block.

The Ortegas had lived in the house for more than two decades and were known for their family spirit, their generosity and their dog, which frequently escaped their yard.

“I would generally play Santa for the family every year,” said Pat Bower, a neighbor of the Ortegas for 25 years. “The family was always together. Brothers and sisters, aunts and uncles were always in the house. They were a gigantic family. We all envied them, actually.”

Advertisement Continue reading the main story

Robert and Gloria Magcalas lived next door to the Ortegas for 11 years but were celebrating Christmas Eve with relatives in Los Angeles. Their own home was barely spared the flames.

“They were a big, loving family,” Mrs. Magcalas said. “We usually exchanged gifts with them today. They gave us tamales and cookies every Christmas.”

The police said they had found two handguns in the ruins, and an additional two pistols at the scene of Mr. Pardo’s apparent suicide.","Covina, California"
"Attacker at Party Had Escape Plan, Police Say","On Friday, 9 of the 25 guests at the Christmas Eve party remained missing, Chief Raney said. Nine charred bodies had been pulled from the two-story house, he said, but Los Angeles County coroners were waiting for medical and dental records before identifying the remains.

Photo

Those missing ranged from 17 to 80 years old, Chief Raney said, and included Mr. Pardo’s ex-wife, Sylvia Pardo; her parents, Joseph and Alicia Ortega; and other friends and relatives who attended the annual holiday party.

Two girls, 8 and 16, remained in critical condition after being shot, and a 20-year-old woman who broke her ankle jumping from a window to escape was in satisfactory condition.

The 8-year-old girl was shot in the jaw when she ran toward the door where Mr. Pardo stood, “excited because she thought Santa had arrived,” Chief Raney said.

“It was chaos,” he said. “People were running for their lives.”

Most of the bodies recovered Thursday and Friday were found in the living room, said Lt. Tim Doonan of the Covina police. But some victims may have been upstairs when the second floor collapsed in flames, Lieutenant Doonan said.

The police said the four handguns Mr. Pardo used in the killings, a fifth one that he used to shoot himself and two shotguns found in his home in Montrose, Calif., were legally registered to him. He had also legally gotten the fuel tanks he used to seed the Covina fire.

On a job résumé the police recovered at his home, Mr. Pardo listed bachelor’s and master’s degrees in electrical engineering, jobs at various “medical centers and software manufacturers,” Chief Raney said, and a job as an engineer at the Jet Propulsion Laboratory from 1985 to 1994.

Photo

“This guy was smart,” Chief Raney said, “but the device did explode. Obviously, with the burns he suffered, he didn’t anticipate that.”

Advertisement Continue reading the main story

Mr. Pardo was fired in October from a job as an engineer at “a company that makes foreign government radar systems,” Chief Raney said. He would not identify that company or another company he said had dismissed Mr. Pardo a few months earlier, in July.

A spokesman for ITT, Andy Hilton, said that Mr. Pardo worked as a software engineer from February 2005 until last July, when he was fired. Mr. Hilton would not give a reason for the job termination but said it was not related to any violent behavior or mental illness on Mr. Pardo’s part.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

A pay stub from the Lockheed Federal Credit Union was visible through a window in Mr. Pardo’s home Friday. But on Saturday a spokesman for the Lockheed Martin Corporation, Jeffrey Adams, said the company found no evidence that he had ever worked there.

After he was fired, Mr. Pardo traveled “to the Midwest and Northeast” for about a month, said Lieutenant Doonan, the lead investigator on the case, before returning to California in December to finalize the divorce from Sylvia Pardo, his wife of two years.

Mrs. Pardo petitioned for divorce last February, according to court papers. Public records indicate that Sylvia Pardo was married at least once before, and had lived in Texas and Oklahoma with a previous husband. After her divorce from him, she moved to California shortly before marrying Mr. Pardo.

Photo

Divorce papers state that the Pardos had no children together, though each had at least one child from previous relationships. None of those children were at the Christmas Eve party when Mr. Pardo began shooting, the police said.

Mr. Pardo had been ordered to pay $10,000 in cash to Mrs. Pardo by Dec. 19, though both waived rights to future spousal support. It was not known Friday if that money had been paid.

Mr. Pardo’s modest stucco house sits at the foothills of the Verdugo Mountains. On Friday a desk covered with stacks of court documents relating to his divorce could be seen through a window of a study at the front of the house. One document visible from the window was a copy of a discovery letter from Mr. Pardo’s lawyer, Stanley Silver, to Mrs. Pardo’s attorney requesting information about her assets and income.

Advertisement Continue reading the main story

Mr. Silver said that Mr. Pardo was trying to get child support payments since he was fired from his job last summer. Henry Baeza, who lives near Mr. Pardo and with his wife owns the Montrose Bakery, which Mr. Pardo visited several times a week, said he and several waitresses there knew him as a friendly loner and an adequate tipper.

“The last time I saw him was on Wednesday,” Mr. Baeza said. “He came in and told me happy Christmas. I was shocked when I heard what happened.”

Standing outside the ruins of the Ortega home on Thursday was Frank Castillo, who identified himself as the brother of Mrs. Pardo’s second ex-husband. Mr. Castillo said that Mrs. Pardo had a total of three children, an 8-year-old, Amanda; another daughter, Selina; and an adult son, Sal. Mr. Castillo said that his brother died several years ago in a car accident.

Mr. Castillo said that the children, especially Sal, complained about Mr. Pardo. “They said they were scared of Bruce, that he was a little bit aggressive,” he said. “Sal said he didn’t trust him. Bruce was a very quiet guy, but Sal didn’t trust him.”","Covina, California"
2 Are Killed in Shooting on a Campus in Arkansas,"Numerous witnesses at the scene provided accounts that quickly led the police to zero in on four suspects, all from central Arkansas and not students at the university. Prosecutors said they were exploring charges, which school officials said were expected to be filed early Tuesday afternoon.

Larry James, chief of the university police, said investigators had not determined what led to the shootings but believed it was an isolated occurrence that was not random. Still, extra officers were being placed on patrol at the campus over the next few days to calm tensions, and classes, which had been canceled on Monday, were scheduled to resume on Tuesday.

“We do feel the campus is safe,” Chief James said. “We feel we have a pretty good picture of what happened.”

U.C.A., the second-largest university in Arkansas, has six colleges and nearly 13,000 enrolled students, about 90 percent from the state.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

Mr. Henderson lived in the dormitory near the scene of the shooting. He had not yet declared a major.

The other victim, Mr. Block, was a pre-engineering major who restored old cars and hoped to become an engineer.

At the high school in his hometown, Mr. Block had been a star athlete and student, ranking near the top of his class, lettering in football and track, and becoming senior class president, said Lottie Bunn, a guidance counselor at the school. Ms. Bunn said he got his passion for vehicles from his father, a long-haul trucker, and his poise and discipline from his mother, a minister.

“He was always very respectful, always ‘Yes, ma’am’ and ‘Yes, sir,’ ” she said. “We checked his disciplinary record, and there was not a mark on it. He was always academics first, then athletics. He was a model student, and he exemplified what it means to be well rounded.”

Advertisement Continue reading the main story

Ms. Bunn said that Mr. Block always seemed to diligently avoid trouble and that she was at a loss to explain why anyone would have shot him.

“Whenever there was a situation on campus where trouble was brewing, he just disappeared,” she said.

About 500 people gathered Monday evening at a memorial service on the U.C.A. campus to mourn and to sing “Amazing Grace.” Among them was Greg Smith, 22, a junior from Little Rock who said he knew the victims.

“They were in school to get an education,” Mr. Smith said. “They weren’t bothering anybody. They were just there.”",University of Central Arkansas
Two Dead in Shooting on Campus,"LITTLE ROCK, Ark. — Two people were reported shot to death and one other injured on Sunday night on the campus of the University of Central Arkansas, in Conway, according to The Associated Press.

Police at the university, a liberal arts institution about 30 miles west of Little Rock, ordered the campus locked down after the incident was reported. The police said one of four suspects in the shootings was in custody.

Warwick Sabin, a press officer for the university, said in an interview that the shootings occurred outside a dormitory at 9:30 Sunday night. Neither the victims nor the suspects had been identified, Mr. Sabin said.

“We don’t know if any of them are students,” he said.

Tom Courtway, interim president of the university, said in a statement late Sunday night that no classes would be held on Monday.",University of Central Arkansas
NaN,NaN,South Mountain Trail
Man in Kentucky Kills 5 Co-Workers,"HENDERSON, Ky. — A man who worked at a Henderson plastics company called his girlfriend from the plant about two hours before he fatally shot five people and then killed himself and told her that he was going to kill his supervisor, police officials said at a news conference on Wednesday.

The man, Wesley Neal Higdon, had been reprimanded for talking on his cell phone while working at the Atlantis Plastics plant and failing to wear safety glasses. Earlier that evening, he had fought with a co-worker, Joshua Hinojosa. His supervisor, Kevin Taylor, ordered him to leave the building about midnight Wednesday.

Outside, Mr. Higdon fatally shot Mr. Taylor, before going back inside and shooting four employees in the plant’s break room,” Sgt. John Nevels of the Henderson Police Department said at the news conference.

Mr. Higdon then tracked down Mr. Hinojosa in the factory and shot him in the head, before committing suicide.

Advertisement Continue reading the main story

The gunman used a High Point .45-caliber semi-automatic handgun and apparently reloaded it during the shootings, Sergeant Nevels said. The police found an empty magazine on the break room table.",Atlantis Plastics
Man Who Killed Five People in Kentucky Had Called Girlfriend Before Shooting,"HENDERSON, Ky. — A man who killed five people and himself at a plastics plant here early Wednesday morning called his girlfriend about two hours earlier and told her he was going to kill his supervisor, police officials said Wednesday.

On Tuesday evening, the man, Wesley N. Higdon, was reprimanded for talking on his cellphone while working and for failing to wear safety glasses at the Atlantis Plastics plant. Later, he fought with a co-worker, Joshua Hinojosa.

Mr. Higdon’s supervisor, Kevin Taylor, ordered him to leave the building shortly after midnight.

When the two men got outside, Mr. Higdon fatally shot Mr. Taylor, then re-entered the plant and shot four employees in the plant’s break room, said Sgt. John Nevels of the Henderson Police Department.

Mr. Higdon then tracked down Mr. Hinojosa in the factory and fatally shot him in the head before committing suicide.

Advertisement Continue reading the main story

The gunman used a .45-caliber semiautomatic handgun and apparently reloaded it, Sergeant Nevels said. The police found an empty magazine on the break room table.",Atlantis Plastics
Gunman Kills 5 on Illinois Campus,"The gunman, whom the authorities did not immediately identify, died of a self-inflicted gunshot wound, Mr. Peters said, his body was found on the stage of the lecture hall. Police from the campus, which sits in a snow-filled, rural community 65 miles due west of Chicago, said three weapons were found with the man’s body — two handguns, including a Glock, and the shotgun. He had ammunition left over, the police here said.

Advertisement Continue reading the main story

Desiree Smith, one of the public university’s more than 25,000 students, said she saw students fall down around her as the gunman opened fire. She tried to crawl away, she told a local television station, CLTV, thinking she was going to die, then wondered if she should play dead before getting up to run out of the classroom. Other students told of a chaotic scene in which panicked students dropped to the floor, the blood of victims spattering on those who escaped injury.

“This thing started and ended within a matter of seconds,” Donald Grady, the N.I.U. police chief, said.

Photo

The ocean sciences class in Cole Hall had been an introductory offering, and most of the 162 students registered for the course had likely been freshmen or sophomores, said Jonathan Berg, chairman of the department of geology and environmental geosciences. Mr. Berg, who was about two blocks away from Cole Hall in his office when the shooting began, ran over and found injured students sitting on sidewalks outside waiting for ambulances. Some had bandages on their heads, he said.

In the moments after the shooting, university officials put into action a detailed security plan created for just such an incident, Mr. Peters said. Many universities and colleges around the country designed elaborate lock-down and notification plans in the days and weeks after a student at Virginia Tech killed 32 people on that Blacksburg campus, the worst shooting rampage in modern American history.

“This is a tragedy,” Mr. Peters said at an earlier news conference, “But from all indications we did everything we could when we found out.”

Shots rang out inside Cole Hall, shortly after 3 p.m. Central time, Mr. Peters said. At 3:07 p.m., the campus was ordered into a lockdown, he said. At 3:20 p.m., he said, the university posted an alert on its Web site, through its e-mail system, and through another campus alarm system: “There has been a report of a possible gunman on campus. Get to a safe area and take precautions until given the all clear. Avoid the King Commons and all buildings in that vicinity.”

Photo

By 4 p.m., Mr. Peters said, police had determined that there was only one shooter, now dead, and issued another message to students at 4:14 p.m.: “Campus police report that the immediate danger has passed. The gunman is no longer a threat.”

The authorities here canceled classes for the rest of Thursday evening and all-day Friday. Counselors had been called in, they said, and counseling was already being offered in every residence hall by Thursday evening, they said.

Jillian Martinez, a freshman from Carpentersville, told The Chicago Tribune that she was in the geology 104 class when the gunman entered through a door to the right of the lectern.

Advertisement Continue reading the main story

""He just started shooting at all the kids,"" she said. ""He just started shooting at people, and I ran out of there as fast as I could. I ran all the way to the student center; when I got there I could still hear shooting.”",Northern Illinois University
Gunman Slays 6 at N. Illinois University,"Kevin McEnery, 19, one of the public university’s more than 25,000 students, was seated in the third row of the class when the man stormed in and “just came out and started shooting.” Mr. McEnery dived for the floor, he said, and began crawling as far as he could from the gunman, trying to get near an exit. He found himself huddled beside a female student he did not know.

“I just thought if he gets up there, this is it — I’m about to die,” Mr. McEnery remembered thinking. “Because I knew if he shot long enough he would find us.”

When the gunman first burst in, Mr. McEnery said, the classroom turned loud and chaotic with some students shouting, “He has a gun!” and “Call 911!”

Then came an eerie silence, but for the bullets.

“Once he settled in and started shooting people, pretty much everyone was quiet,” he said.

In the moments after the shooting, university officials put into action a detailed security plan created for just such an incident, Mr. Peters said. Many universities and colleges around the country designed elaborate lock-down and notification plans in the days and weeks after a student at Virginia Tech, in Blacksburg, killed 32 people in the worst shooting rampage in modern American history.

“This is a tragedy,” Mr. Peters said. “But from all indications we did everything we could when we found out.”

Shots rang out inside Cole Hall shortly after 3 p.m., Mr. Peters said. The campus police arrived within two minutes, the police said. At 3:07 p.m., the campus was ordered into a lockdown, Mr. Peters said. At 3:20 p.m., he said, the university posted an alert on its Web site, through its e-mail system and through another campus alarm system: “There has been a report of a possible gunman on campus. Get to a safe area and take precautions until given the all clear. Avoid the King Commons and all buildings in that vicinity.”

Advertisement Continue reading the main story

By 4 p.m., Mr. Peters said, the police had determined that there had been only one gunman, now dead, and issued another message to students at 4:14 p.m.: “Campus police report that the immediate danger has passed. The gunman is no longer a threat.”

Photo

The class in Cole Hall had been an introductory offering, and most of the 162 students registered for the course were probably freshmen or sophomores, said Jonathan Berg, chairman of the department of geology and environmental geosciences.

The authorities here canceled classes for the rest of the evening and Friday. Counselors had been called in, they said, and counseling was already being offered in every residence hall by Thursday evening, they said.

Leaders at the school said the events in Virginia a year ago had shaken many but also led to a focus on security and the possibility of such an incident.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

“Since Virginia Tech, people have had time to think about how to respond to these things, so it’s fresh on everybody’s mind,” said Mr. Berg. “And they’re trying to do everything they’ve been talking about for the last few months.”

Students here heard of threats at the school late last year, a fact that left some wondering whether there might be some connection to what had happened on Thursday.

Last December, university officials canceled classes for a day during final exams after someone scrawled threats in a dormitory bathroom, including a reference to the Virginia Tech massacre and a racial slur. The police here said Thursday they had no reason to suspect a connection.

Northern Illinois University, chartered in 1895, draws 91 percent of its students from inside the state of Illinois.

In Springfield, Gov. Rod R. Blagojevich declared a state of emergency after the shootings, offering state relief for expenses and the state emergency management agency to help.

Advertisement Continue reading the main story

Outside the dormitories on Thursday evening, it looked like the last day of school. Students streamed out of dorms carrying backpacks and luggage. A caravan of parents made its way onto campus to meet them, and many waited for their children in idling cars.

Just off campus, along the school’s Greek Row, fraternity brothers were gathering at Pi Kappa Alpha to mourn. One of the dead, they said, was a 19-year-old sophomore majoring in finance and a fraternity brother.

“Right now everyone is very quiet, shocked, crying,” said Jason Garcia, 21 and the president of the fraternity. “Even us frat boys can get emotional, break down.” Inside, students were hugging, talking quietly. Two counselors offered help.

Outside her dormitory Thursday night, Michelle LeBlanc, 19, a sophomore, said she was supposed to be in Cole Hall when the shooting happened but had been late for class. A friend, though, had been inside, she said, and had sat beside a student who was shot in the head.

“She had to hold his head until help came,” Ms. LeBlanc said. “She’s so upset.”

Mr. McEnery, the student who had crawled as far as he could from the gunman on Thursday afternoon, said he had fled the building only after the bullets stopped pounding. The room was silent. He looked up, saw another student looking around, and raced out.

“I just can’t stop thinking about everyone,” Mr. McEnery said of the students who died. “It’s going to be tough going back.”",Northern Illinois University
Profiles of the Victims,"The following six died as a result of the shooting at Northern Illinois University, as identified by the DeKalb County Coroner and the university:

Daniel Parmenter, 20, from Westchester, Ill. Sophomore, played football in high school, lived at Phi Kappa Alpha fraternity house. Robert Greer, 57, his stepfather, said he heard news of the shooting while driving home. His first thought was that “there are thousands of students at N.I.U., and the likelihood that anything had happened to him was probably small.” But a phone call from his wife’s brother told him that Daniel was among those shot. Mr. Greer, a religion professor at Judson University, immediately called his wife, Linda, a nurse at a local hospital. “She already knew,” Mr. Greer said. “She was shaken, of course. She had just talked to Daniel at noon. He had called to wish her a happy Valentine’s Day.” He learned that Daniel was sitting in the front row of the lecture hall with his girlfriend when the shooting began. She was critically wounded.

Catalina Garcia, 20, from Cicero, Ill. She was studying to be a teacher and loved working with children, her older sister was quoted as saying by The Chicago Sun-Times. She was the youngest of four children and had just turned 20 on Jan. 15. Her father, Jacinto Garcia, said he had not heard about the shootings when he walked in the door of their home on Thursday and found his daughter and wife crying. They could not reach Catalina on her cell phone and were worried. “She was adored by our family because she wanted to become somebody in life — that’s what she was going to school,” her father said on Spanish-language radio station WOJO-FM on Friday morning.

Photo

Ryanne Mace, 19, from Centersville, Ill. Name pronounced “Ryan”, psychology major. “She was a terrific kid that never got bad grades, never did anything wrong,” her father, Eric Mace, told The Chicago Sun-Times. Of his only child he said “On her worst day she was better than most people are on their best days.” Unable to reach anyone by telephone, he and wife drove to Kishwaukee Hospital to learn she had been shot. She had updated her MySpace.com page earlier in the day. It says “Happy Valentine’s Day Everybody!” Underneath that headline, she left a note that reads, “Saying you love someone is not enough, it’s how you treat them that shows your true feelings.”

Photo

Julianna Gehant, 32, from Mendota, Ill. A dean’s list student for the last two years, she impressed Betsy Smith, who works with 400 students as academic adviser for elementary education. “She lit up a room,” Ms. Smith was quoted as saying by the Rockford Register Star. “She was thrilled to finally be doing what she wanted to do, she was very nice, kind and mature, and very smart. Ms. Gehant’s mother, Debra Gehant of Mendota, said another daughter, Jennifer, called her Thursday afternoon to tell her she had heard about a shooting at N.I.U. The family tried to reach Julianna, as did university officials, but she didn’t answer her cell phone. About 10 p.m., the police called and asked for a description of Julianna, who had served 12 years in the Army Corps of Engineers as a carpenter, whose job included building schools overseas and included service in Bosnia. “I worried about her being in Bosnia,” her mother said in a telephone interview today with the Register Star. “I didn’t worry about her sitting in a classroom.”

Gayle Dubowski, 20, from Carol Stream, Ill. Sophomore. “She was just an amazing kid,” said Dave Pocta, youth and family minister Chicago Church of Christ in Elmhurst, Ill. He said he had watched her grow up and worked with her last summer when she was a counselor for high school students at the church’s camp. Mr. Pocta said the church community is very tightly knit and they knew very quickly that something was wrong. “We knew she hadn’t called home, and no one could contact her within an hour of the shooting, Mr. Pocta said. He said Ms. Dubowski was airlifted to a hospital in Rockford, Ill., but that she died en route. “Her parents are in shock.” he said. “We’re all in shock.”

The gunman, who killed himself before police arrived, Steve P. Kazmierczak, 27, of Champaign, Ill.",Northern Illinois University
Gunman Was Once ‘Revered’ on Campus,"On Thursday afternoon, he parked near the 200-seat Cole Hall, and carried his shotgun in a guitar case and the pistols and ammunition strapped to his body, concealed by a coat, Mr. Grady said.

Advertisement Continue reading the main story

He then kicked open a side door to the lecture hall’s stage, and quickly opened fire without speaking. Investigators counted 48 bullet casings and 6 shotgun shells at the scene, indicating that he reloaded the shotgun at least twice during the onslaught.

Kevin McEnery, 19, one of the public university’s more than 25,000 students, said he began crawling from the third row toward an exit. “I just thought if he gets up there, this is it — I’m about to die,” Mr. McEnery remembered thinking. “Because I knew if he shot long enough he would find us.”

When the gunman first burst in, Mr. McEnery said, the classroom turned loud and chaotic with some students shouting, “He has a gun!” and “Call 911!”

Photo

Then came an eerie silence, but for the bullets.

“Once he settled in and started shooting people, pretty much everyone was quiet,” he said.

John G. Peters, the university’s president, said that “we did everything we could to ensure the safety of the university.” And Mr. Grady described the response to the attack as “remarkable.”

Two officers arrived in the area less than a minute after the shooting began and several other officers reached the scene two minutes later, he said. But the gunman killed himself before officers entered the building, leaving behind a blood spattered hall with 21 victims.

“It started and ended within a matter of seconds,” Mr. Grady said.

Confronted with the scene of horror, people who knew him at the campus he attacked and the one he was currently enrolled in, the University of Illinois in Urbana-Champaign, struggled with shock.

His adviser in Champaign, who saw him earlier this year, used words like “nice,” “engaging,” “motivated” and “responsible” to describe him. ""I saw nothing that would suggest that there was anything troubling about his behavior or him,” Professor Jan Carter-Black told reporters today, according to USA Today. “I enjoyed having him as a student.”

Photo

When Mr. Kazmierczak was a graduate student in sociology at Northern Illinois University, he appeared to be a model student, earning a dean’s award in 2006.

Advertisement Continue reading the main story

He also served as vice president of the Academic Criminal Justice Association, a student group focused on educating the community. In a biography posted to the college’s Web site, he vowed to serve as treasurer “best of my ability.”

“I’ve worked very hard as a student,” Mr. Kazmierczak wrote. “I feel that I’m committed to social justice.”

He wrote a paper on prison issues, “Self Injury in Correctional Settings,” with several co-authors, including the group’s president.

His father emerged from his home in Lakeland, Fla., to ask reporters to “please leave me alone.” He threw up his arms and wept, saying “This is a very hard time for me,” according to The Associated Press.

Photo

Mr. Grady said that Mr. Kazmierczak did not leave a note or any other explanation, and the police do not understand his motivation. There did not appear to be a connection between him and his victims, the police said.

Investigators are looking at his car, his apartment and other places, and are interviewing his family, friends and acquaintances. Chief R.T. Finney of the Champaign Police Department told CNN that another weapon had been found in his home.

A “miscommunication” by the coroner’s office in DeKalb county, Ill., led to media reports this morning of a sixth victim, but the death toll now stands at 5, all from Illinois. The university today confirmed their names as: Daniel Parmenter, 20, of Westchester; Catalina Garcia, 20, of Cicero; Ryanne Mace, 19, of Carpentersville; Julianna Gehant, 32, of Mendota; Gayle Dubowski, 20, of Carol Stream. All but Ms. Dubowski died at the scene.

Advertisement Continue reading the main story

Seven others remain in critical condition, according to Kishwaukee Community Hospital. Most of the victims were initially taken there, but only two of those admitted remained there, and they were in good or fair condition.

President Bush commented on the shooting Friday morning, saying it was “obviously a tragic situation on that campus.” He said he was asking citizens across the country to “offer their blessings — blessings of comfort and blessings of strength” to the families of the victims.

Mr. Peters announced that a candlelight vigil would be held Friday at 9 p.m. Central Standard Time. Speaking of the families of the victims, he said, “they will get through this, with our help.”",Northern Illinois University
A String of Campus Gun Rampages,"If the news from DeKalb, Ill. — a gunman bursting into a college lecture hall, killing 5 students and wounding 16 more people in a fusillade of gunfire, then killing himself — gives you a sickening feeling of familiarity, you’ve been paying attention. The Northern Illinois University shooting rampage joins a string of similar incidents to hit the headlines in recent years — one of them less than a week ago.

Of course the Virginia Tech massacre of April 2007 leaps to mind first, because of its especially horrific scale. But that incident and the other recent college shootings listed below — not to mention many of the even more numerous recent high-school shootings — share enough common threads to set The Lede wondering about a few things.

For one, what is it about colleges and schools that attracts deranged shooters? Is it the psychologically fraught setting, where lives and dreams take flight or crash? Is it the concentration of targets in dorms and classrooms? Is it that college-age people are especially fragile and prone to crack?



For another, just as with the previous shootings — back through Virginia Tech and Columbine and before — this one is sure to be greeted with two choruses of comment: One will insist that lives would have been saved if gun laws were tighter, preventing the killer from arming himself, and the other will insist that lives would have been saved if gun laws were looser, allowing someone else in the lecture hall to have been armed and able to shoot back at the killer. Can the nation ever settle this argument?

Meanwhile, a timeline of recent campus shootings, with links to further coverage:

Feb. 8, 2008 — Louisiana Technical College, Baton Rouge, La.

A student walks into a classroom and opens fire, shooting two fellow students to death, and then commits suicide.

Sept. 21, 2007 – Delaware State University, Dover, Del.

Two students are wounded in an early-morning shooting incident on campus; one of the students dies of her wounds a month later. The campus is locked down for several days, until the police arrest a fellow student and charge him in the case.

April 16, 2007 – Virginia Tech University, Blacksburg, Va.

A gunman kills 32 people and wounds 15 others, attacking first in a dormitory and then in a classroom building, before killing himself. University officials are criticized afterward for underreacting to the first shooting and failing to warn and lock down the campus swiftly when the gunman remained at large.

Sept. 13, 2006 – Dawson College, Montreal

A man with no apparent connection to the college goes on a shooting rampage, killing one student and injuring 19 others, several critically, then exchanges shots with police before killing himself.

Jan. 16, 2002 – Appalachian School of Law, Grundy, Va.

A student on the verge of suspension shoots and kills the dean, a professor and a student, and wounds three students before three others — all of them former law enforcement officers — tackle and subdue him.",Northern Illinois University
Bloomberg on Illegal Guns and Rampages,"Updated, 1:38 p.m. | The morning after the shootings at Northern Illinois University, Mayor Michael R. Bloomberg rattled off a grim list of gun rampages across the country that have left at least 18 people dead in February alone, not counting the gunmen who in some cases killed themselves or were killed by police. Mr. Bloomberg’s comments on his weekly radio call-in were part of his crusade to get illegal guns off the streets.



“This month John, so far, has just been wretched,” the mayor told John Gambling, his host on WABC-AM (770). He said he had asked his press secretary, Stu Loeser “to get me a list of things that occurred just this month alone. Yesterday, Northern Illinois University, six people, another one died this morning, six people killed. Last Friday in Baton Rouge, a college student shot and killed two people then took his own life. Last Thursday, a gunman shot and killed five people in Kirkwood, Mo., in the City Hall, killed two City Council members and two police officers, and the mayor was very seriously wounded, and he’s hanging in there. And Feb. 2, just a week ago, in the Lane Bryant store in Illinois, a gunmen shot and killed five customers and employees, all in their 20s and 30s.” (The Lede blog has a list of recent campus rampages.)

The mayor and Mayors Against Illegal Guns, a coalition of more than 250 mayors in 40 states he founded and finances, announced this week that they were creating a database to share information on guns used in crimes with other jurisdictions.

The mayor had reason to boast this week when a South Carolina gun dealer who had sued New York City over its straw-purchase sting operations was indicted on federal charges of knowingly selling a firearm to a convicted felon. The dealer, Larry Mickalis, owner of Mickalis Pawn Shop in Summerville, S.C., faces up to 10 years and $250,000 if convicted.

“Our complaint said that we found this dealer broke the law; now the federal government has reached the same conclusion,” the mayor said in a statement on Thursday.

Also today, Gov. Eliot Spitzer and Lt. Gov. David A. Paterson issued the following statement about the shooting at Northern Illinois University:",Northern Illinois University
